millis,brake_active,aX,aY,aZ,tmp,gX,gY,gZ
8909,0,4144,-16312,-156,18.88,-1052,-106,-183
8918,0,4216,-16312,-144,18.98,-1016,-88,-179
8927,0,4144,-16224,-260,18.98,-1012,-112,-206
8936,0,4128,-16296,-212,19.02,-1005,-89,-222
8945,0,4188,-16236,-264,19.07,-997,-71,-240
8956,0,4180,-16296,-240,18.98,-975,-39,-275
8965,0,4188,-16408,-156,18.93,-963,-27,-280
8975,0,4264,-16412,-280,19.02,-943,-25,-287
8984,0,4468,-16336,-116,18.98,-945,-29,-311
8993,0,4396,-16464,-76,18.98,-933,-12,-303
9002,0,4412,-16312,-52,19.07,-974,-9,-249
9011,0,4360,-16352,-100,18.98,-974,-31,-257
9020,0,4464,-16288,-84,18.98,-995,-32,-251
9031,0,4452,-16172,-12,18.93,-1001,-45,-253
9041,0,4456,-16340,0,19.02,-1032,-91,-236
9051,0,4536,-16272,8,19.02,-1033,-99,-223
9060,0,4648,-16428,52,19.02,-1104,-160,-230
9069,0,4500,-16388,308,18.98,-1166,-182,-205
9079,0,4348,-16304,224,18.98,-1175,-203,-188
9088,0,4476,-16412,64,18.93,-1205,-207,-179
9110,0,4416,-16316,-68,18.98,-1278,-182,-170
9119,0,4324,-16320,60,18.98,-1300,-197,-188
9130,0,4212,-16320,-196,19.02,-1339,-196,-193
9139,0,4248,-16324,-116,19.12,-1361,-221,-190
9148,0,4184,-16336,-132,18.98,-1396,-253,-228
9157,0,4292,-16428,-256,19.02,-1409,-266,-205
9167,0,4308,-16552,-152,18.93,-1433,-261,-266
9176,0,4228,-16356,-200,19.02,-1430,-260,-228
9185,0,4152,-16292,-228,19.07,-1464,-273,-261
9194,0,4232,-16488,-384,18.98,-1459,-227,-288
9206,0,4088,-16408,-424,19.07,-1434,-210,-274
9215,0,4116,-16228,-528,19.07,-1425,-190,-269
9224,0,4060,-16332,-544,18.98,-1428,-172,-315
9233,0,4004,-16348,-652,19.07,-1419,-140,-345
9243,0,4088,-16340,-492,19.02,-1411,-172,-346
9252,0,4160,-16460,-476,18.98,-1432,-187,-382
9261,0,4236,-16428,-464,19.02,-1411,-179,-367
9270,0,4464,-16332,-552,18.93,-1369,-249,-354
9279,0,4376,-16420,-556,18.98,-1364,-268,-341
9291,0,4568,-16212,-548,18.98,-1329,-298,-342
9300,0,4608,-16316,-544,19.02,-1327,-368,-301
9309,0,4624,-16196,-544,19.02,-1317,-432,-281
9318,0,4620,-16264,-376,18.98,-1340,-442,-236
9327,0,4628,-16180,-280,19.02,-1414,-449,-231
9336,0,4760,-16204,-336,18.93,-1442,-420,-183
9345,0,4588,-16232,-408,19.07,-1463,-474,-192
9355,0,4536,-16332,-500,19.07,-1482,-523,-145
9386,0,4348,-16412,-736,19.07,-1576,-272,-130
9395,0,4268,-16396,-768,18.98,-1596,-308,-146
9405,0,4184,-16428,-724,19.02,-1561,-275,-185
9414,0,4196,-16328,-764,19.02,-1548,-344,-215
9423,0,4060,-16284,-648,18.98,-1569,-370,-240
9432,0,4060,-16232,-780,18.98,-1528,-312,-273
9441,0,4068,-16308,-944,19.02,-1538,-340,-306
9450,0,4196,-16296,-1084,18.98,-1545,-342,-332
9459,0,4312,-16328,-860,18.93,-1492,-308,-359
9471,0,4236,-16400,-860,18.98,-1464,-284,-354
9480,0,4256,-16288,-1176,19.02,-1441,-254,-326
9489,0,4276,-16276,-1064,18.98,-1400,-193,-337
9498,0,4288,-16244,-1316,19.12,-1365,-91,-346
9507,0,4236,-16196,-1176,19.07,-1331,-100,-343
9517,0,4316,-16084,-1044,19.02,-1327,-116,-346
9526,0,4316,-16308,-1136,18.98,-1276,-98,-354
9535,0,4328,-16208,-1116,19.02,-1266,-109,-360
9547,0,4452,-16148,-1340,19.02,-1172,-67,-327
9556,0,4360,-16228,-1548,19.07,-1094,-12,-303
9565,0,4544,-16184,-1172,18.93,-1107,-28,-270
9574,0,4488,-16264,-928,18.98,-1063,-52,-277
9584,0,4676,-16188,-1300,18.98,-983,-112,-260
9593,0,4580,-16276,-1164,18.98,-1015,-200,-243
9602,0,4268,-16156,-804,18.93,-1021,-125,-219
9611,0,4448,-16316,-1288,18.98,-1066,-24,-221
9620,0,4408,-16072,-1288,19.02,-1055,9,-199
9632,0,4412,-16204,-1248,19.02,-1016,-74,-226
9641,0,4516,-16244,-996,18.98,-1048,-172,-218
9663,0,4488,-16356,-1040,18.98,-996,-177,-225
9672,0,4412,-16352,-1148,19.02,-1023,-225,-229
9681,0,4520,-16284,-1148,19.02,-954,-218,-221
9690,0,4416,-16272,-1152,18.98,-997,-235,-196
9700,0,4388,-16196,-1152,19.02,-963,-166,-215
9709,0,4340,-16232,-1012,18.98,-984,-176,-219
9720,0,4180,-16292,-1044,18.98,-1011,-144,-199
9730,0,4344,-16204,-980,19.02,-1041,-176,-223
9739,0,4208,-16176,-1104,19.07,-1018,-106,-206
9748,0,4312,-16308,-876,19.12,-1034,-102,-216
9757,0,4368,-16192,-1212,19.07,-993,-142,-204
9766,0,4344,-16272,-1392,19.02,-959,-111,-215
9775,0,4156,-16216,-1292,19.07,-905,-83,-232
9785,0,4324,-16208,-1124,19.07,-917,-20,-236
9794,0,4392,-16188,-1148,19.02,-886,-29,-233
9805,0,4256,-16220,-1364,19.02,-865,-117,-224
9815,0,4408,-16296,-1012,18.98,-906,-150,-254
9824,0,4436,-16288,-972,18.98,-870,-68,-211
9833,0,4540,-16288,-1152,19.07,-869,-19,-247
9842,0,4684,-16232,-1044,19.12,-879,-57,-208
9852,0,4660,-16348,-936,19.02,-830,-119,-213
9861,0,4676,-16220,-1200,19.07,-823,-107,-168
9870,0,4648,-16272,-1164,19.07,-866,-153,-151
9882,0,4660,-16252,-604,19.12,-971,-253,-135
9891,0,4620,-16424,-1244,18.98,-968,-194,-161
9900,0,4684,-16200,-1016,18.98,-981,-298,-139
9910,0,4732,-16228,-844,19.07,-1062,-357,-163
9919,0,4668,-16292,-980,18.98,-1098,-275,-104
9941,0,4352,-16420,-1364,19.07,-1079,-159,-52
9950,0,4476,-16396,-812,18.98,-1161,-167,-96
9959,0,4376,-16364,-456,19.02,-1227,-168,-82
9969,0,4432,-16264,-240,19.02,-1318,-266,-93
9981,0,4368,-16700,-548,19.02,-1404,-303,-159
9995,0,4140,-16296,-792,18.93,-1452,-275,-132
10008,0,4004,-16320,-1024,18.98,-1414,-171,-161
10022,0,4220,-16680,-752,19.02,-1514,-192,-193
10036,0,4196,-16420,-764,19.07,-1539,-269,-202
10048,0,4172,-16556,-1004,19.07,-1599,-300,-259
10060,0,4096,-16168,-1260,18.98,-1466,-282,-244
10073,0,4272,-16232,-880,19.07,-1587,-116,-255
10094,0,4308,-16464,-1272,18.98,-1519,-239,-249
10102,0,4244,-16244,-880,19.02,-1614,-210,-299
10111,0,4236,-16448,-1036,19.02,-1549,-274,-254
10120,0,4416,-16264,-1324,19.07,-1577,-303,-266
10129,0,4236,-16296,-916,18.98,-1580,-279,-271
10138,0,4316,-16332,-1228,19.02,-1599,-256,-256
10146,0,4328,-16412,-1476,19.02,-1568,-276,-238
10155,0,4528,-16516,-1660,19.07,-1541,-214,-265
10164,0,4564,-16384,-1684,19.02,-1481,-275,-234
10175,0,4280,-16364,-1892,18.98,-1463,-231,-248
10184,0,4280,-16304,-2004,19.02,-1419,-189,-225
10194,0,4240,-16224,-1648,18.98,-1375,-173,-230
10203,0,4520,-16260,-1724,19.07,-1400,-221,-238
10212,0,4372,-16148,-2016,18.98,-1376,-171,-230
10221,0,4420,-16172,-1960,18.98,-1387,-293,-240
10230,0,4480,-16168,-2184,19.07,-1402,-256,-221
10240,0,4352,-16152,-1892,19.02,-1289,-273,-185
10264,0,4220,-16040,-1800,18.98,-1335,-264,-228
10273,0,4432,-15984,-1424,19.07,-1400,-355,-212
10282,0,4456,-16060,-1596,18.98,-1403,-401,-224
10292,0,4520,-16168,-1972,19.12,-1442,-430,-231
10301,0,4332,-16216,-2116,19.12,-1361,-490,-241
10310,0,4436,-16284,-1948,18.98,-1306,-441,-209
10319,0,4632,-16408,-2348,18.98,-1240,-383,-221
10328,0,4848,-16516,-1924,18.98,-1162,-464,-157
10339,0,4884,-16260,-1620,18.98,-1131,-474,-113
10348,0,4560,-16204,-1488,19.12,-1206,-484,-88
10357,0,4608,-16048,-1732,19.02,-1228,-383,-38
10366,0,4604,-16064,-1928,19.02,-1176,-335,6
10375,0,4600,-16124,-2092,19.12,-1128,-217,-3
10385,0,4376,-16212,-2240,19.02,-1048,-89,14
10394,0,4388,-16088,-2320,19.07,-974,-32,62
10403,0,4452,-16268,-2088,19.02,-983,-62,70
10415,0,4332,-16080,-1344,18.98,-955,-168,60
10424,0,4260,-15936,-1736,19.02,-1050,-191,43
10433,0,4316,-16332,-1436,19.02,-1042,-216,4
10442,0,4132,-16300,-1704,19.07,-1125,-188,-1
10451,0,4128,-16240,-1484,18.98,-1113,-260,-15
10460,0,4328,-16300,-1800,19.07,-1188,-219,-51
10469,0,4280,-16152,-1652,19.07,-1152,-236,-94
10478,0,4256,-16204,-1784,19.07,-1162,-236,-62
10487,0,4236,-16316,-1976,18.98,-1139,-178,-80
10498,0,4016,-16404,-1988,19.02,-1030,-134,-106
10508,0,4028,-16460,-2040,19.02,-970,-59,-128
10517,0,3912,-16260,-2140,18.98,-922,-41,-159
10539,0,4108,-15952,-2004,18.93,-926,-49,-184
10549,0,3984,-16172,-1896,19.07,-954,-60,-201
10558,0,4040,-16248,-1560,19.02,-1010,-93,-208
10567,0,4024,-16424,-1592,19.02,-1035,-87,-257
10576,0,4120,-16460,-1532,18.98,-1074,-64,-271
10588,0,4192,-16404,-1784,18.98,-1108,-49,-347
10597,0,3944,-16292,-1580,19.02,-1091,-36,-341
10606,0,3888,-16364,-1620,19.12,-1108,1,-372
10615,0,3920,-16336,-1700,18.98,-1130,-16,-396
10624,0,4044,-16220,-1720,19.02,-1151,-37,-412
10634,0,4088,-16312,-1300,19.12,-1217,-70,-454
10643,0,4188,-16300,-1360,19.02,-1286,-98,-459
10652,0,4320,-16332,-1456,19.02,-1339,-165,-483
10663,0,4640,-16264,-1524,19.07,-1387,-268,-490
10673,0,4636,-16244,-1760,19.02,-1418,-284,-430
10682,0,4620,-16340,-1728,19.07,-1416,-311,-394
10691,0,4744,-16256,-1952,18.98,-1405,-232,-359
10700,0,4780,-16248,-2108,19.02,-1418,-188,-308
10709,0,4744,-16168,-2296,19.07,-1402,-173,-311
10718,0,4572,-16000,-2436,19.07,-1378,-190,-230
10727,0,4320,-16136,-2216,19.02,-1341,-137,-228
10746,0,4232,-16016,-2336,19.02,-1325,-64,-189
10755,0,4152,-15948,-2424,18.98,-1325,-70,-223
10764,0,4252,-16172,-2328,19.02,-1272,-102,-243
10773,0,4064,-16132,-2108,18.98,-1278,-163,-247
10782,0,4016,-16144,-2456,18.98,-1263,-41,-282
10791,0,4008,-16388,-2696,19.02,-1227,10,-334
10801,0,4044,-16376,-2832,18.98,-1161,-54,-331
10823,0,4160,-16356,-2448,18.98,-1052,50,-430
10832,0,4272,-16224,-2464,19.12,-1004,-5,-450
10844,0,4248,-16184,-2528,19.02,-956,-43,-423
10853,0,4364,-16196,-2392,19.02,-953,-37,-476
10862,0,4512,-16088,-2432,19.07,-943,-38,-464
10871,0,4664,-16012,-2372,18.98,-905,-57,-431
10881,0,4784,-16040,-2232,19.02,-920,-61,-386
10890,0,4864,-16012,-2268,19.02,-910,-70,-338
10899,0,4788,-15988,-2264,18.93,-900,-114,-317
10908,0,4820,-16008,-2320,19.02,-880,-97,-267
10920,0,4744,-16112,-2296,19.12,-889,-56,-204
10929,0,4716,-16140,-2492,19.07,-890,17,-176
10938,0,4664,-16188,-2408,19.12,-871,3,-146
10947,0,4576,-16144,-2460,19.12,-819,-57,-183
10957,0,4480,-16176,-2288,18.98,-824,-34,-137
10966,0,4372,-16244,-2464,18.93,-781,-25,-125
10975,0,4372,-16324,-2468,19.02,-759,-39,-155
10984,0,4504,-16248,-2084,19.07,-733,-61,-146
10996,0,4524,-16068,-2180,19.07,-725,-43,-132
11005,0,4360,-16200,-2276,19.02,-739,-62,-150
11014,0,4376,-16068,-2288,18.98,-705,-49,-135
11023,0,4296,-16096,-2312,19.02,-672,-6,-124
11032,0,4456,-16132,-2136,19.02,-698,44,-124
11042,0,4344,-16260,-1928,19.02,-752,57,-152
11051,0,4360,-16276,-2140,19.12,-734,44,-130
11060,0,4236,-16248,-2064,19.12,-686,75,-133
11072,0,4308,-16368,-2136,18.93,-667,145,-126
11094,0,4220,-16376,-2100,18.98,-720,160,-222
11104,0,4232,-16300,-1964,19.07,-724,150,-240
11113,0,4232,-16260,-1948,19.07,-747,75,-252
11122,0,4388,-16228,-1996,19.07,-760,80,-240
11132,0,4300,-16248,-2032,19.07,-748,48,-258
11141,0,4468,-16232,-2056,19.07,-740,55,-245
11150,0,4528,-16200,-2132,19.02,-792,55,-263
11160,0,4472,-16220,-1900,18.98,-779,43,-226
11172,0,4540,-16204,-2104,19.02,-787,23,-208
11181,0,4412,-16172,-1940,19.07,-827,92,-181
11190,0,4384,-16148,-1908,19.07,-826,100,-222
11200,0,4420,-16168,-2208,18.98,-873,83,-181
11209,0,4272,-16152,-2196,18.98,-861,28,-181
11219,0,4308,-16216,-2136,19.07,-813,27,-198
11228,0,4360,-16264,-2076,19.02,-822,42,-215
11237,0,4188,-16220,-2052,19.02,-851,66,-179
11249,0,4288,-16284,-2048,19.02,-868,39,-209
11259,0,4144,-16240,-2128,18.93,-847,23,-223
11268,0,4260,-16216,-2060,19.02,-849,70,-260
11277,0,4212,-16320,-2128,18.98,-862,19,-247
11287,0,4220,-16192,-1956,19.07,-876,20,-282
11296,0,4180,-16260,-1992,19.02,-865,8,-263
11305,0,4184,-16212,-1908,18.88,-899,-10,-276
11315,0,4320,-16292,-2144,19.02,-897,14,-289
11327,0,4436,-16144,-2388,19.02,-891,-12,-328
11340,0,4380,-16168,-2264,19.02,-875,-38,-295
11353,0,4316,-16192,-2176,19.02,-832,34,-295
11367,0,4468,-16256,-2164,19.07,-837,62,-291
11381,0,4416,-16044,-2288,19.02,-820,40,-315
11393,0,4288,-16088,-2480,19.07,-777,41,-291
11417,0,4376,-16116,-2808,19.07,-593,127,-319
11430,0,4312,-16052,-3140,19.12,-478,126,-279
11452,0,4320,-16016,-2396,19.02,-368,279,-238
11461,0,4432,-16008,-2504,19.07,-375,287,-246
11470,0,4652,-15952,-2440,18.98,-314,220,-164
11479,0,4476,-16072,-2620,19.02,-278,205,-229
11487,0,4632,-16004,-2460,19.12,-225,225,-172
11496,0,4568,-16016,-2564,18.98,-225,279,-167
11505,0,4548,-16176,-2568,19.07,-148,294,-175
11514,0,4452,-16200,-2684,19.12,-86,322,-136
11522,0,4440,-16184,-2420,19.02,-10,364,-145
11533,0,4468,-16092,-2240,19.07,8,403,-139
11543,0,4368,-16244,-2168,19.12,-5,392,-120
11552,0,4372,-16240,-2128,19.02,-27,419,-136
11561,0,4304,-16140,-1964,19.12,16,397,-113
11570,0,4380,-16020,-2060,19.07,7,409,-160
11579,0,4388,-16304,-2328,19.17,54,398,-173
11588,0,4300,-16116,-2156,19.07,99,380,-171
11597,0,4332,-16212,-2064,19.07,123,433,-180
11608,0,4280,-16244,-2040,19.07,162,461,-181
11617,0,4372,-16248,-2180,18.98,207,461,-206
11628,0,4364,-16088,-2108,19.07,198,468,-191
11637,0,4308,-16128,-2260,18.98,254,472,-193
11646,0,4508,-16004,-2104,19.02,307,480,-214
11655,0,4476,-16092,-2232,19.02,350,532,-158
11664,0,4584,-16156,-2208,19.12,374,531,-195
11673,0,4496,-16000,-1896,19.07,373,501,-144
11684,0,4500,-16176,-1752,19.07,475,513,-150
11707,0,4768,-16192,-1396,19.07,456,489,-50
11716,0,4756,-16276,-1444,19.07,447,475,-19
11725,0,4700,-16148,-1272,19.02,425,454,2
11734,0,4696,-16276,-1116,19.07,387,454,47
11743,0,4688,-16328,-1092,19.07,345,420,31
11752,0,4428,-16220,-936,19.07,310,412,49
11762,0,4604,-16372,-944,19.12,258,451,72
11773,0,4512,-16352,-804,19.07,223,364,31
11782,0,4444,-16376,-808,19.12,160,344,31
11791,0,4404,-16472,-508,19.12,92,312,39
11800,0,4184,-16612,-384,19.02,-2,244,20
11809,0,4204,-16568,-364,19.12,-123,225,-18
11818,0,4192,-16440,-392,19.12,-223,222,-2
11827,0,4316,-16372,-444,19.02,-268,194,-16
11837,0,4084,-16532,-512,19.07,-326,166,-72
11846,0,4148,-16568,-520,19.02,-410,219,-72
11858,0,4072,-16616,-500,19.17,-488,193,-133
11867,0,4064,-16580,-544,19.07,-567,187,-181
11876,0,4072,-16580,-632,19.12,-634,157,-189
11885,0,4116,-16460,-764,19.07,-680,124,-226
11894,0,4256,-16288,-968,19.12,-700,61,-237
11903,0,4380,-16228,-988,19.07,-717,4,-244
11912,0,4340,-16400,-796,19.12,-722,86,-232
11922,0,4352,-16388,-768,19.12,-776,22,-240
11933,0,4452,-16464,-876,19.07,-795,73,-212
11942,0,4488,-16336,-944,18.98,-829,19,-203
11951,0,4556,-16284,-1216,19.12,-855,-29,-174
11960,0,4452,-16304,-1076,19.02,-851,-12,-181
11982,0,4448,-16400,-1172,19.07,-864,71,-159
11992,0,4292,-16316,-1720,19.12,-799,70,-178
12001,0,4372,-16220,-1564,19.12,-754,-15,-160
12010,0,4292,-16176,-1752,19.07,-686,9,-186
12021,0,4264,-16108,-1648,19.12,-660,40,-184
12030,0,4256,-16152,-1744,18.98,-596,94,-146
12040,0,4384,-16292,-1636,19.12,-608,74,-198
12050,0,4312,-16236,-1608,19.02,-609,74,-160
12059,0,4320,-16168,-1724,19.02,-554,35,-172
12068,0,4304,-16172,-1788,19.07,-509,66,-164
12077,0,4280,-16200,-1988,19.12,-430,89,-182
12086,0,4336,-16160,-1888,18.98,-363,110,-163
12105,0,4336,-16112,-1784,19.07,-234,164,-146
12114,0,4376,-16132,-1860,18.98,-202,173,-135
12123,0,4336,-16104,-1764,19.02,-147,201,-137
12132,0,4256,-16132,-1616,18.93,-132,221,-122
12142,0,4300,-16092,-1568,19.07,-72,249,-115
12151,0,4224,-16160,-1420,19.02,-57,276,-98
12160,0,4436,-16264,-1256,19.07,-18,259,-111
12169,0,4404,-16284,-1076,19.07,-15,271,-79
12178,0,4420,-16340,-956,19.07,-15,261,-84
12190,0,4352,-16236,-1328,19.12,0,254,-100
12199,0,4424,-16352,-1252,19.12,70,266,-37
12208,0,4368,-16312,-948,19.07,35,314,-35
12217,0,4284,-16336,-740,19.02,34,321,-79
12227,0,4276,-16296,-444,19.07,14,315,-88
12236,0,4268,-16480,-524,19.12,-5,289,-41
12258,0,4164,-16392,-380,19.12,-109,234,-62
12267,0,4132,-16508,-232,19.07,-164,270,-81
12279,0,4148,-16528,-116,19.12,-234,284,-131
12288,0,4136,-16540,-196,19.02,-323,296,-136
12297,0,4072,-16424,-140,18.98,-363,286,-166
12307,0,4056,-16520,-156,18.98,-437,258,-202
12316,0,4136,-16504,-216,19.07,-466,217,-231
12325,0,4088,-16536,28,19.07,-529,173,-248
12334,0,4112,-16512,-96,19.07,-612,175,-286
12344,0,4168,-16480,-16,19.07,-652,120,-314
12356,0,4248,-16552,-52,19.07,-735,101,-308
12365,0,4236,-16552,-176,19.07,-809,65,-320
12374,0,4276,-16484,-408,19.07,-840,56,-369
12384,0,4384,-16536,-448,19.12,-907,34,-337
12393,0,4432,-16424,-516,19.02,-918,-36,-293
12402,0,4452,-16336,-512,19.07,-957,-93,-323
12411,0,4576,-16432,-692,19.17,-974,-115,-282
12421,0,4576,-16328,-756,19.17,-949,-114,-281
12432,0,4368,-16276,-948,19.17,-987,-95,-241
12442,0,4464,-16256,-896,19.02,-995,-96,-219
12453,0,4488,-16192,-1084,19.12,-1012,-117,-234
12462,0,4296,-16260,-1100,19.12,-988,-116,-211
12471,0,4324,-16240,-1152,19.02,-967,-83,-183
12480,0,4152,-16280,-1164,19.17,-959,-37,-195
12490,0,4172,-16276,-1280,18.98,-963,-52,-177
12499,0,4108,-16204,-1224,19.12,-938,-45,-236
12508,0,4208,-16192,-1292,19.02,-891,-59,-267
12520,0,4252,-16380,-1212,19.07,-849,-68,-260
12556,0,4508,-16216,-1372,19.02,-676,32,-246
12566,0,4416,-16320,-1352,19.02,-643,39,-193
12575,0,4444,-16188,-1264,19.17,-644,62,-207
12584,0,4432,-16184,-1084,19.07,-571,88,-179
12593,0,4428,-16184,-1128,19.17,-562,101,-169
12603,0,4328,-16252,-1324,19.07,-511,143,-172
12612,0,4320,-16252,-1168,19.17,-498,154,-181
12624,0,4288,-16332,-1216,19.07,-447,156,-163
12633,0,4280,-16120,-1164,19.07,-337,188,-196
12642,0,4168,-16292,-1296,18.98,-311,180,-162
12652,0,4420,-16224,-1108,19.12,-288,216,-132
12661,0,4248,-16284,-1164,19.07,-241,242,-169
12670,0,4240,-16268,-1236,19.07,-214,217,-168
12680,0,4308,-16312,-1200,19.12,-191,227,-138
12689,0,4324,-16256,-1268,19.02,-133,249,-153
12701,0,4332,-16196,-1124,19.07,-74,283,-166
12715,0,4444,-16256,-1196,19.17,-13,322,-125
12761,0,4568,-16112,-800,19.17,204,280,-61
12774,0,4628,-16172,-748,19.07,187,307,-3
12785,0,4492,-16180,-864,19.07,227,324,1
12799,0,4504,-16336,-732,19.12,237,361,60
12810,0,4248,-16220,-528,19.12,259,411,73
12823,0,4180,-16308,-400,19.07,240,433,41
12834,0,4404,-16176,-408,19.17,255,409,18
12857,0,4168,-16420,-156,19.02,211,334,22
12866,0,4128,-16272,-16,19.02,197,308,-7
12875,0,4192,-16432,80,19.12,162,288,17
12884,0,4292,-16412,8,19.07,178,218,-21
12906,0,4244,-16540,260,19.07,55,222,-3
12915,0,4180,-16484,396,19.07,-31,224,-25
12924,0,4088,-16584,744,19.12,-67,240,-24
12933,0,4116,-16612,592,19.12,-154,226,-57
12944,0,3932,-16636,648,19.07,-234,190,-50
12954,0,4016,-16548,724,18.98,-325,181,-100
12963,0,3880,-16612,700,19.07,-390,153,-86
12972,0,3952,-16648,764,19.02,-475,116,-109
12981,0,4028,-16604,896,18.98,-562,66,-148
12990,0,3964,-16568,784,19.12,-639,15,-174
13000,0,3868,-16604,868,19.07,-749,8,-178
13009,0,3836,-16648,828,19.02,-806,26,-236
13020,0,4000,-16664,844,19.02,-926,-44,-245
13030,0,4056,-16636,820,19.07,-1006,-125,-267
13039,0,4100,-16676,612,19.07,-1096,-127,-292
13048,0,4136,-16512,440,19.07,-1184,-220,-334
13057,0,4256,-16404,296,19.02,-1211,-197,-307
13067,0,4264,-16456,148,19.12,-1241,-224,-297
13076,0,4252,-16332,-72,19.17,-1261,-222,-300
13085,0,4228,-16292,-60,19.07,-1303,-190,-262
13097,0,4272,-16332,-436,19.12,-1274,-195,-271
13106,0,4224,-16212,-696,19.12,-1248,-223,-244
13115,0,4324,-16248,-816,19.07,-1221,-213,-230
13124,0,4320,-16256,-708,19.12,-1175,-185,-233
13134,0,4228,-16216,-948,19.02,-1166,-159,-213
13143,0,4164,-16260,-760,19.17,-1093,-166,-208
13152,0,4144,-16268,-892,19.07,-1046,-132,-181
13161,0,4144,-16292,-988,19.02,-1001,-111,-208
13183,0,4080,-16120,-1192,19.07,-832,-26,-225
13195,0,4188,-16164,-1272,19.12,-685,6,-224
13204,0,4176,-16120,-1108,19.02,-627,39,-201
13213,0,4148,-16144,-1064,19.12,-558,61,-213
13223,0,4292,-16164,-1080,19.02,-483,80,-205
13232,0,4352,-16152,-1060,18.98,-440,96,-177
13241,0,4176,-16244,-868,19.17,-357,136,-172
13250,0,4232,-16248,-624,19.07,-336,170,-174
13260,0,4300,-16256,-552,19.07,-303,161,-153
13271,0,4180,-16344,-464,19.21,-326,155,-171
13281,0,4280,-16380,-276,19.07,-274,185,-162
13290,0,4232,-16284,-216,19.07,-302,152,-135
13299,0,4228,-16460,92,19.12,-302,129,-147
13308,0,4280,-16440,-92,19.12,-321,115,-178
13318,0,4252,-16488,-48,19.12,-322,114,-162
13327,0,4280,-16480,108,19.12,-333,115,-139
13336,0,4280,-16428,272,18.98,-378,72,-142
13348,0,4332,-16460,320,19.12,-408,59,-156
13357,0,4212,-16536,540,19.02,-473,43,-136
13367,0,4220,-16528,472,19.17,-527,10,-130
13376,0,4304,-16464,696,19.07,-582,-19,-176
13385,0,4332,-16528,672,19.07,-650,-38,-161
13394,0,4216,-16480,496,19.12,-712,-80,-160
13404,0,4476,-16708,252,19.12,-791,-118,-135
13413,0,3856,-16460,1088,19.12,-819,-112,-149
13425,0,4244,-16512,292,19.07,-890,-69,-172
13434,0,3984,-16572,-956,19.07,-902,-4,-182
13443,0,4688,-15816,-1084,19.17,-755,-4,-187
13465,0,4336,-16664,100,19.07,-584,12,-125
13475,0,4172,-16644,660,19.07,-835,10,-87
13484,0,4540,-16280,860,19.12,-1006,-81,-105
13494,0,5676,-16692,532,19.07,-766,29,18
13503,0,3304,-16916,-196,19.17,-1270,154,-101
13512,0,3868,-15784,-12,19.02,-1198,-27,-140
13532,0,4724,-15880,-588,18.98,-975,-151,-106
13541,0,4760,-15848,-528,19.21,-730,-345,-7
13551,0,4928,-16168,-1240,19.12,-781,-212,-15
13561,0,4104,-16296,-800,19.12,-753,-90,-9
13570,0,4044,-16456,-1040,19.17,-576,73,43
13579,0,3684,-16692,-688,19.07,-585,166,-2
13589,0,4180,-16812,-308,19.02,-510,386,-44
13598,0,3220,-16800,484,19.07,-596,404,-119
13610,0,3480,-16132,-148,19.02,-504,339,-166
13619,0,3376,-15956,-588,19.12,-539,290,-239
13628,0,3604,-15676,-324,19.17,-531,174,-274
13638,0,3536,-15788,-1160,19.17,-398,74,-285
13647,0,3636,-16092,-1056,19.12,-320,99,-338
13657,0,3764,-16272,-836,19.07,-113,85,-355
13666,0,4404,-16320,-1336,19.07,23,121,-358
13676,0,4268,-16528,-936,19.12,78,-19,-357
13688,0,4116,-16696,-676,19.07,306,124,-368
13697,0,4492,-16412,-176,19.17,279,205,-269
13707,0,4460,-16676,544,19.07,178,247,-274
13716,0,4444,-16492,772,19.07,53,317,-264
13725,0,4420,-16196,660,19.17,-76,323,-219
13748,0,4404,-15984,904,19.07,-198,159,-177
13758,0,4480,-16200,440,19.17,-246,73,-101
13767,0,4248,-16504,520,19.07,-284,86,-122
13779,0,4280,-16644,388,19.07,-345,50,-117
13788,0,3824,-16796,964,19.17,-315,18,-153
13798,0,3900,-17184,1968,19.02,-529,7,-242
13807,0,4000,-16772,596,19.02,-710,220,-170
13816,0,4228,-17036,-268,19.07,-866,-307,-261
13826,0,4200,-16660,1264,19.07,-853,-296,-297
13835,0,4456,-16396,1356,19.17,-992,-245,-272
13844,0,4336,-16352,184,19.17,-1035,-328,-222
13854,0,4264,-16328,-80,19.07,-1033,-344,-261
13865,0,4364,-15752,-84,19.12,-914,-283,-148
13875,0,4172,-15744,56,19.07,-933,-323,-105
13884,0,4160,-16028,-80,19.17,-935,-296,-91
13894,0,4256,-16508,460,19.02,-960,-156,-92
13903,0,4104,-16728,476,19.12,-991,37,-14
13912,0,4088,-16780,300,19.02,-1052,103,-32
13922,0,4068,-16700,452,19.07,-1039,177,-78
13931,0,4048,-16792,532,19.07,-1078,120,-101
13943,0,3856,-16648,700,19.07,-1107,141,-171
13952,0,4064,-16512,420,19.07,-1155,88,-196
13962,0,3840,-16376,448,19.02,-1194,42,-223
13971,0,4152,-16420,680,19.17,-1218,112,-228
13980,0,4396,-16476,624,19.12,-1320,52,-269
13990,0,4256,-16372,568,19.07,-1341,35,-279
13999,0,4404,-16236,1016,19.12,-1481,-55,-266
14009,0,4296,-16452,860,19.07,-1594,-137,-300
14033,0,4004,-16688,476,19.12,-1915,-86,-342
